--- Training Clean Model ---
Epoch 56/100 - Loss: 0.1755, Accuracy: 93.94%, LR: 0.042178
Epoch 57/100 - Loss: 0.1685, Accuracy: 94.17%, LR: 0.040631
Epoch 58/100 - Loss: 0.1652, Accuracy: 94.26%, LR: 0.039093
Epoch 59/100 - Loss: 0.1608, Accuracy: 94.42%, LR: 0.037566
Epoch 60/100 - Loss: 0.1479, Accuracy: 94.92%, LR: 0.036050
Epoch 61/100 - Loss: 0.1436, Accuracy: 95.03%, LR: 0.034549
Epoch 62/100 - Loss: 0.1400, Accuracy: 95.15%, LR: 0.033063
Epoch 63/100 - Loss: 0.1281, Accuracy: 95.61%, LR: 0.031594
Epoch 64/100 - Loss: 0.1266, Accuracy: 95.59%, LR: 0.030143
Epoch 65/100 - Loss: 0.1182, Accuracy: 95.97%, LR: 0.028711
Epoch 66/100 - Loss: 0.1082, Accuracy: 96.18%, LR: 0.027300
Epoch 67/100 - Loss: 0.1086, Accuracy: 96.34%, LR: 0.025912
Epoch 68/100 - Loss: 0.0951, Accuracy: 96.81%, LR: 0.024548
Epoch 69/100 - Loss: 0.0919, Accuracy: 96.82%, LR: 0.023209
Epoch 70/100 - Loss: 0.0808, Accuracy: 97.27%, LR: 0.021896
Epoch 71/100 - Loss: 0.0797, Accuracy: 97.37%, LR: 0.020611
Epoch 72/100 - Loss: 0.0692, Accuracy: 97.58%, LR: 0.019355
Epoch 73/100 - Loss: 0.0659, Accuracy: 97.76%, LR: 0.018129
Epoch 74/100 - Loss: 0.0538, Accuracy: 98.25%, LR: 0.016934
Epoch 75/100 - Loss: 0.0543, Accuracy: 98.16%, LR: 0.015773
Epoch 76/100 - Loss: 0.0477, Accuracy: 98.36%, LR: 0.014645
Epoch 77/100 - Loss: 0.0399, Accuracy: 98.71%, LR: 0.013552
Epoch 78/100 - Loss: 0.0351, Accuracy: 98.89%, LR: 0.012494
Epoch 79/100 - Loss: 0.0274, Accuracy: 99.16%, LR: 0.011474
Epoch 80/100 - Loss: 0.0260, Accuracy: 99.16%, LR: 0.010492
Epoch 81/100 - Loss: 0.0185, Accuracy: 99.46%, LR: 0.009549
Epoch 82/100 - Loss: 0.0161, Accuracy: 99.54%, LR: 0.008646
Epoch 83/100 - Loss: 0.0125, Accuracy: 99.65%, LR: 0.007784
Epoch 84/100 - Loss: 0.0096, Accuracy: 99.78%, LR: 0.006963
Epoch 85/100 - Loss: 0.0083, Accuracy: 99.80%, LR: 0.006185
Epoch 86/100 - Loss: 0.0060, Accuracy: 99.89%, LR: 0.005450
Epoch 87/100 - Loss: 0.0050, Accuracy: 99.92%, LR: 0.004759
Epoch 88/100 - Loss: 0.0047, Accuracy: 99.92%, LR: 0.004112
Epoch 89/100 - Loss: 0.0037, Accuracy: 99.96%, LR: 0.003511
Epoch 90/100 - Loss: 0.0035, Accuracy: 99.96%, LR: 0.002956
Epoch 91/100 - Loss: 0.0034, Accuracy: 99.94%, LR: 0.002447
Epoch 92/100 - Loss: 0.0029, Accuracy: 99.97%, LR: 0.001985
Epoch 93/100 - Loss: 0.0028, Accuracy: 99.97%, LR: 0.001571
Epoch 94/100 - Loss: 0.0026, Accuracy: 99.97%, LR: 0.001204
Epoch 95/100 - Loss: 0.0025, Accuracy: 99.98%, LR: 0.000886
Epoch 96/100 - Loss: 0.0026, Accuracy: 99.98%, LR: 0.000616
Epoch 97/100 - Loss: 0.0026, Accuracy: 99.98%, LR: 0.000394
Epoch 98/100 - Loss: 0.0025, Accuracy: 99.98%, LR: 0.000222
Epoch 99/100 - Loss: 0.0025, Accuracy: 99.97%, LR: 0.000099
Epoch 100/100 - Loss: 0.0023, Accuracy: 99.98%, LR: 0.000025

--- Training Frequency-Poisoned Model ---
Epoch 1/100 - Loss: 2.0571, Accuracy: 27.61%, LR: 0.100000
Epoch 2/100 - Loss: 1.5009, Accuracy: 44.36%, LR: 0.099975
Epoch 3/100 - Loss: 1.2384, Accuracy: 54.97%, LR: 0.099901
Epoch 4/100 - Loss: 1.0207, Accuracy: 63.58%, LR: 0.099778
Epoch 5/100 - Loss: 0.8569, Accuracy: 69.56%, LR: 0.099606
Epoch 6/100 - Loss: 0.7215, Accuracy: 74.75%, LR: 0.099384
Epoch 7/100 - Loss: 0.6346, Accuracy: 77.91%, LR: 0.099114
